customer_id,region,membership_tier,acquisition_channel,tenure_months,recency_days,orders_12m,avg_basket,total_spend_12m,discount_share,return_rate,online_share,store_share,app_share,support_tickets_12m,delivery_delay_mean,cat_grocery_share,cat_electronics_share,cat_fashion_share,cat_home_share
C18414,Auckland,Platinum,PaidSearch,27,12,22,55.58177604807581,1061.957552490957,0.4006620784072907,0.05556937128297681,0.4700156470484628,0.2797715702010799,0.2502127827504571,1,4.0949381889668315,0.13447288372654934,0.3646352672876243,0.2934518407482766,0.20744000823754963
C09438,Auckland,Gold,PaidSearch,11,22,16,42.329206075851566,542.8234116944088,0.4129562248756905,0.03219300929971524,0.47311495214400634,0.23569656841374045,0.29118847944225323,4,1.9122606007020568,0.4036941236727049,0.24113715456789772,0.26012707397246343,0.095041647786934
C21337,Christchurch,None,Partner,27,0,14,29.612980930214903,370.8135696538083,0.3968409920580914,0.15604891636102072,0.31091982786801226,0.4506170307573868,0.2384631413746011,2,2.887740703548078,0.1183914363527046,0.5855920505283785,0.17739457041678097,0.11862194270213594
C18984,Christchurch,Gold,PaidSearch,29,20,15,91.84847865114548,998.2475954500436,0.20857169892115784,0.20247507864061576,0.5261015502058485,0.3625697856348864,0.11132866415926514,3,2.0138066796470224,0.18025935561942005,0.5249368681377441,0.24278392492866108,0.05201985131417474
C05710,Wellington,Silver,Partner,43,6,15,60.85224321986602,860.0711695767288,0.1795516003907159,0.10725835259437484,0.49041696038448174,0.3566599759342779,0.15292306368124034,3,3.732136632729366,0.05923857844746247,0.7677373917613359,0.14415618314584605,0.02886784664535544
C07120,Wellington,Silver,PaidSearch,17,69,11,56.0759120521091,533.7731461939152,0.358725343444011,0.1529526417359302,0.634205883021297,0.19241903141467143,0.17337508556403164,0,3.4723058323982734,0.23922725942236764,0.5547367741540911,0.04694047549284911,0.1590954909306922
C27264,Auckland,None,Partner,10,42,9,23.663614308815703,186.91830054599248,0.24636192680843483,0.2951724993677776,0.3724947750655617,0.4584069295375962,0.16909829539684212,3,1.5932546099576443,0.2150056016069595,0.11431662297789176,0.3174226036715265,0.3532551717436222
C19074,Other,None,Organic,7,51,15,76.24062696662146,1011.8137757339564,0.20492856140901705,0.06055636257710357,0.5854570225392893,0.4145429774607107,0,3,2.452761760822596,0.2705906089043917,0.10301621342791852,0.04166006875683264,0.5847331089108572
C12122,Auckland,Gold,Partner,12,11,13,72.07054023365593,764.2714990484355,0.39250781330608936,0.0116029935807027,0.28432403053051,0.40094124082641885,0.31473472864307106,1,1.6028639575057115,0.32296674711537526,0.03487404235842899,0.4412451689966511,0.20091404152954465
C26944,Wellington,Silver,Organic,15,15,15,49.77733963191198,665.2987162576073,0.19629270129842025,0.06767002176909614,0.5212354395184075,0.1683803111520819,0.31038424932951075,1,NA,0.19508987938198324,0.22327885004971113,0.32510333465158964,0.25652793591671585
C09415,Wellington,Gold,Organic,40,20,20,54.62526505140271,981.4626124182328,0.18199063747442132,0.8872813617780031,0.41710754276718554,0.37199580269332666,0.21089665453948783,1,4.5525398459619195,0.5220080524576515,0.27393394505096325,0.03688751258514787,0.16717048990623745
C28968,Wellington,Gold,Referral,9,49,19,111.6940027964474,1957.444729624352,0.11193918855234888,0.08249410281490452,0.44248158320220593,0.48992614148968405,0.0675922753081102,5,3.3207372668966775,0.7350943961941315,0.10318385038707369,0.03636840731738445,0.12535334610141025
C06530,Auckland,None,Organic,23,99,5,70.94271071687241,360.4196055756335,0.0923775357771687,0.06506044862277201,0.3289706851795993,0.4612060677487218,0.20982324707167885,0,4.153135525390864,0.14639856364242682,0.07576967283929271,0.4649147724776469,0.31291699104063364
C23651,Auckland,Silver,Organic,15,21,20,76.16038860135384,1342.9696544409014,0.2138188802241364,0.16074573801222344,0.4443763426051868,0.3254408046797916,0.2301828527150217,1,3.35312352765481,0.329205304556002,0.2718548271391252,0.16214097071792727,0.23679889758694556
C23792,Other,Silver,PaidSearch,19,18,18,38.80457363091358,715.6580996785709,0.3707392153467424,0.1868540385418231,0.430042078786517,0.3423987243142275,0.2275591968992555,2,NA,0.06065409139807952,0.5474294821941691,0.23741871442221957,0.15449771198553183
C19470,Auckland,None,Referral,9,26,0,19.70597296050428,0,0.2910192220748738,0.07376542324999555,0.43904010955780665,0.370221626402258,0.19073826403993532,0,3.7620249403312993,0.2784992635423811,0.18010835595231925,0.31050610098346454,0.2308862795218351
C03259,Wellington,Silver,PaidSearch,10,22,18,47.2544702806023,717.8102562555947,0.15471386345836963,0.06688488488292217,0.414176050314786,0.43068269772864304,0.1551412519565708,0,2.3724210933285863,0.6062615247299684,0.06871988815306274,0.19000641028048157,0.1350121768364874
C07570,Other,Gold,PaidSearch,5,0,14,49.960977618864185,631.9712801657752,0.22672844146205073,0.04384506358592763,0.5116016416327615,0.20903012114324712,0.27936823722399146,1,2.465748464651505,0.0405968983610014,0.6551939040234446,0.1392002648592125,0.16500893275634154
C04585,Other,Silver,Organic,37,16,12,62.22870681863538,658.9734547005671,0.538437775649619,0.02522824851321906,0.5513815641334051,0.22660677103468976,0.2220116648319052,3,NA,0.05280697061692389,0.6968218151005329,0.06087862525018492,0.18949258903235827
C01138,Other,None,Referral,17,21,16,51.44220608386722,749.9173815594753,0.1564296691168116,0.04770157026240629,0.5166945842095966,0.3554518907816439,0.12785352500875935,1,1.4181326339233902,0.04363665322098833,0.6380079543945717,0.05981703418726959,0.2585383581971704
C26567,Wellington,Silver,Referral,23,36,17,45.75279048998428,668.7305897962166,0.8393257001835916,0.20807359582144025,0.29668142515427154,0.4277367246072656,0.2755818502384628,0,1.954998551663424,0.38671342054198504,0.29422166292225316,0.18532749971442913,0.13373741682133278
C02942,Auckland,Silver,PaidSearch,31,33,13,48.342776266799966,516.612605479625,0.27503666218939704,0.1734154275450764,0.427931528969189,0.4360976562294688,0.13597081480134224,4,2.381136835607156,0.24003896715728104,0.08312101901545565,0.5958008335999708,0.08103918022729253
C12785,Wellington,Gold,Organic,10,21,14,135.7907270056647,1496.6480595563348,0.2676410872314948,0.26356002488560115,0.4167068245840395,0.336720300585566,0.24657287483039447,2,2.623679455719078,0.10796826540255364,0.35853736048731516,0.47407123238284593,0.05942314172728531
C21038,Wellington,Silver,Referral,6,9,22,44.250549907158366,940.1737613136077,0.1353240844973771,0.03639451055773855,0.5430265175798555,0.26532229885362213,0.19165118356652228,1,0.715197863057642,0.02563113516508587,0.22055346277749688,0.10394393265291364,0.6498714694045037
C12387,Auckland,None,Partner,4,5,13,46.6452347270272,397.82097780180686,0.05374040407183604,0.5063993493991624,0.4211746958146735,0.32804994121406084,0.2507753629712657,3,2.3640505588351965,0.04743757220503574,0.4689773219421979,0.43637718606751585,0.04720791978525057
C07233,Other,None,PaidSearch,4,4,19,36.666500628264615,506.9816873842823,0.3697844599949007,0.2978875781608885,0.31209035625383647,0.38496181396090706,0.3029478297852565,2,1.1822609728954652,0.39957526696247325,0.15932622480608136,0.21334923369471795,0.22774927453672747
C03793,Auckland,Gold,Organic,35,29,8,45.002167196396904,331.34491926553005,0.17177074106838428,0.09841280162733078,0.4917879976709281,0.4268461022883332,0.08136590004073864,3,2.1409214072924896,0.3618148362865757,0.1580263887490273,0.33764628752705267,0.1425124874373444
C07420,Auckland,None,Partner,10,34,13,41.69946054175143,441.0923039818741,0.14961789011837415,0.1099704832120718,0.624515563738039,0.27678297471848184,0.09870146154347915,13,2.361187990852942,0.06099503279786288,0.46225223976283847,0.23621403688101303,0.24053869055828564
C25028,Auckland,Silver,PaidSearch,12,40,17,67.5512616661035,919.0212158945556,0.3867720489497171,0.2706554608363326,0.4618483601920756,0.2592995775551597,0.2788520622527646,1,4.722261718766844,0.2145473188048365,0.544225083045636,0.15431529097188687,0.08691230717764048
C22439,Wellington,None,Referral,4,43,6,49.414094913340406,285.62409530972354,0.2989616135702942,0.02444962187390445,0.4603676675619656,0.24644969792455473,0.29318263451347953,0,2.045763767609136,0.19152549580700864,0.3972062087606655,0.11232009208267056,0.2989482033496554
C04657,Auckland,Silver,Partner,8,11,17,36.06104881748295,508.6749650710991,0.22177942343232443,0.10789490571535226,0.325223196397674,0.545959700773315,0.12881710282901104,3,1.419786490616428,0.31966034005650856,0.17818455126820432,0.06692140960871473,0.43523369906657233
C04395,Other,Gold,Referral,19,26,26,46.99635096980111,1123.943434363362,0.24513914786892296,0.1243659628669459,0.46319877997439246,0.405076212859848,0.13172500716575938,0,4.221619561348225,0.3680807215374849,0.12647720113925492,0.16422133660613936,0.3412207407171207
C28034,Christchurch,None,Referral,15,13,8,117.1666773822719,885.8611364012987,0.12931491267740344,0.09103506648504545,0.6701012736165342,0.2495398601586822,0.08035886622478365,3,2.968508357241599,0.08883755956028162,0.6351483349832859,0.1838332711861866,0.0921808342702458
C11079,Auckland,Silver,Referral,10,9,11,25.71898294929405,249.1480579215839,0.25212631850280187,0.10992774938550769,0.6813187538282741,0.2935707434534215,0.02511050271830449,1,3.583723323160529,0.01028527080749356,0.462958770900232,0.03531527707626266,0.4914406812160118
C29653,Other,Gold,Referral,27,4,12,54.20486285172566,509.34773067615345,0.5046704961614277,0.0913728549416177,0.4719305533000946,0.3511596230722451,0.1769098236276603,3,1.0804156734489554,0.3979679067453919,0.03004090311121859,0.4910644105474035,0.08092677959598601
C09518,Other,Silver,Referral,9,13,17,51.567146895785505,729.9520488214147,0.25276509226059224,0.08033827319804365,0.5521710187511988,0.2439851415860946,0.20384383966270672,4,0.735810397558198,0.16218906413267284,0.5917243517031141,0.0882225574967536,0.15786402666745944
C07572,Other,None,Referral,26,70,6,11.45762705690807,63.69533036110764,0.5236257454536098,0.03249908130691958,0.4147000332714617,0.35459128705748694,0.2307086796710515,0,3.7315619193855607,0.5675245566399646,0.13758654580566723,0.1885545691991344,0.10633432835523382
C15046,Other,None,Organic,14,23,13,63.009593449999834,578.1628056311781,0.6034837766803319,0.3437006978681633,0.6745663169543601,0.3185385001849964,0.00689518286064352,1,1.361379793587126,0.14801708117945697,0.3121885814716185,0.46014188191604194,0.07965245543288256
C02401,Auckland,Silver,Referral,17,21,10,43.19888186503345,272.0131923266032,0.622534751039263,0.09155924453265096,0.40709921856320136,0.40896872521482674,0.1839320562219719,2,1.5305621540303376,0.46386208696065134,0.13668483719355834,0.3007572030450568,0.09869587280073357
C04502,Auckland,None,Referral,10,13,8,40.03341199887321,253.28600850133267,0.15390566325995225,0.10898908089471848,0.3192657647480877,0.4627251273586793,0.21800910789323297,3,2.63994139530069,0.23837833748972773,0.4065379644625633,0.1862585049260153,0.1688251931216937
C08598,Wellington,None,Organic,24,69,4,77.99715879687498,296.03915021744285,0.14595223655157244,0.01357719819860207,0.3454896888778524,0.48225541045887255,0.1722549006632751,1,2.2217407275138337,0.09232666250798278,0.17024713397652763,0.4760322059678196,0.2613939975476701
C08009,Auckland,None,PaidSearch,5,54,1,26.047517935281434,20.221231780122945,0.33923145250654285,0.672003661395591,0.4402604336897482,0.33121951428842267,0.22852005202182915,1,3.5625181389393528,0.1515534602070552,0.2107609118548081,0.4071248730730313,0.23056075486510547
C08114,Auckland,Silver,PaidSearch,51,16,10,52.31647439981721,340.1732960596707,0.28104401880433555,0.5127040409527648,0.46307264224370714,0.44340602580382565,0.09352133195246712,2,NA,0.12147862057076336,0.33515132190913066,0.5136142525717875,0.02975580494831842
C07284,Auckland,Silver,Organic,31,11,15,24.953947088436355,321.5728421544036,0.49900859533816055,0.01350846864073891,0.4557147920918774,0.37349207523997713,0.1707931326681454,1,1.052723083331378,0.498809659584481,0.1131120320519892,0.20872520695453473,0.17935310140899494
C05908,Auckland,None,Referral,16,16,9,73.99139238993102,594.9888733190971,0.3424984119303886,0.2370973868051076,0.41741923862596214,0.259156752730198,0.3234240086438398,2,3.384039403154345,0.18887294205339297,0.4098490385568875,0.11513353562306324,0.28614448376665635
C14872,Auckland,None,Partner,15,78,1,39.313810004572645,38.18134557187453,0.04914019100133344,0.02671868134519026,0.27688735273824594,0.6355030070615876,0.08760964020016644,0,0.5643784068366917,0.2535960217704932,0.30817262356687536,0.2761003460632486,0.16213100859938284
C11556,Auckland,Gold,PaidSearch,23,10,22,71.4240725294593,1403.266051279986,0.10041422852940356,0.09069106546473682,0.3761649377053119,0.4889285311808905,0.13490653111379747,4,2.975413970238846,0.392918864958628,0.2682605589101226,0.10893936823153068,0.2298812078997188
C05467,Auckland,None,Organic,15,50,9,17.62038485243269,153.76036328311298,0.2870587161054564,0.15979250749440074,0.5112827227708072,0.34918059130231843,0.13953668592687435,1,NA,0.19931595706091676,0.079311874356655293,0.34232227305197876,0.3790498955304492
C12342,Wellington,Silver,Partner,8,15,17,110.40680202717655,1446.808213540696,0.08098921025292044,0.26559137921688614,0.6199286476290439,0.32383435334552074,0.05623699902543536,0,4.047505482748328,0.43877521942662434,0.2153944286096783,0.0221901170041266,0.3236402349595707
C27743,Wellington,Silver,PaidSearch,5,31,22,49.25819132264045,866.7883191779802,0.1990599893898503,0.2982175102792676,0.486561825637817,0.2770950688228331,0.23634310553934992,4,3.771851682660819,0.07753020382139199,0.32476532440385847,0.4737466300059224,0.12395784176882702
C01265,Auckland,Silver,PaidSearch,37,15,15,27.12557534241616,412.90008821056455,0.1219413008559806,0.04225144252193595,0.37400286860767473,0.42058906349345426,0.20540806789887095,1,2.022686180462777,0.35070975787238257,0.25469068546347867,0.12255208330968027,0.27204747335445845
C09297,Auckland,None,Partner,12,0,14,41.053510983286294,512.0049391840531,0.06964838661689704,0.05498439557637765,0.30669070307522933,0.5376481047608996,0.15566119216387111,1,0.1177973776961105,0.2663275512511313,0.13913174484628596,0.07131876796406883,0.5232219359385141
C11017,Other,Gold,PaidSearch,19,9,21,65.90893007936154,1076.681982161015,0.3785782638595784,0.0419362507331299,0.24699460486675284,0.45511823146735186,0.29788716366589535,3,2.0351221046143655,0.49823779317415784,0.03578589108136153,0.05666221663860502,0.4093140991058756
C23220,Other,Silver,PaidSearch,24,11,16,42.300697164934526,686.2260615421526,0.2221860005129703,0.03478576689620653,0.46439323658513854,0.26067550193220074,0.27493126148266067,1,4.2414135049284996,0.6292536103283841,0.03322059055847511,0.03255126953287466,0.30497452958026616
C09042,Wellington,Gold,Referral,29,2,24,58.25047685228336,1097.2345506780202,0.4598537688885003,0.08722053988593469,0.29207486150667045,0.4539465962236094,0.25397854226972005,0,0,0.501475327232515,0.0878740754142123,0.11769579168029431,0.2929548056729783
C16467,Christchurch,Silver,PaidSearch,26,24,17,72.45474136146785,770.3747969384632,0.7082084066845049,0.1677692435870278,0.5662658594844229,0.3606077613619665,0.07312637915361064,1,3.2077372052932462,0.7406748743358038,0.03470369114852736,0.15576468672175775,0.06885674779391102
C11855,Auckland,None,Organic,20,27,10,42.01595246836061,251.23782533527415,0.5366319451696241,0.6529435558349621,0.284825806144713,0.504423855891492,0.21075033796379508,5,4.450357752054739,0.06390512513628155,0.4586914131097538,0.4343739801333485,0.04302948162061614
C23448,Other,Silver,Partner,14,40,11,66.34531116235075,634.8061327377219,0.5122329809898533,0.03610456078344316,0.524999013282695,0.4407254683175858,0.0342755183997191,2,NA,0.1862713320641868,0.289058142009346,0.44116302051984174,0.08350750540662544
C08326,Auckland,None,Referral,12,14,10,91.02354386879144,842.2787528599914,0.3180905843784992,0.04026216581466658,0.35983811532803694,0.4380874844108532,0.2020744002611098,2,3.0361910182863703,0.534728375315824,0.02044807912807053,0.07810906241137193,0.3667144831447335
C29975,Auckland,None,PaidSearch,19,19,5,33.14716282891637,130.2397942399638,0.20371649950123424,0.19008261862804393,0.44162823830506737,0.4073968883716554,0.15097487332327722,2,NA,0.03166900235724393,0.5194392863326607,0.3815672772952787,0.0673244340148168
C11379,Other,None,Organic,21,6,10,66.21017842364205,430.8335823578385,0.5888797623672503,0.09927193984419427,0.30616611021027335,0.5693186588569981,0.1245152309327286,2,4.649806194758677,0.5455791786668037,0.16334365798172754,0.04088465048510704,0.2501925128663617
C01020,Other,Platinum,Organic,33,19,23,87.70023208640058,1696.6321920274822,0.3412747506526601,0.09934307679598849,0.29848249685133355,0.5260616484963233,0.17545585465234315,3,3.741430658124237,0.5645724626973889,0.09230239978743106,0.04794563026094428,0.29517950725423564
C29832,Auckland,Silver,Organic,7,13,14,53.14604903681783,597.206630084775,0.13585024701368786,0.5757245343615421,0.5859487994525809,0.24153287243750057,0.17251832810991857,0,1.7135608498965955,0.11391126989191049,0.23292495716410813,0.4451996860406808,0.20796408690330057
C10672,Auckland,None,PaidSearch,44,14,16,45.58020348925481,651.4787864696278,0.671931325077571,0.05920554985015053,0.346781007122261,0.48736373412958656,0.16585525874815246,3,0.3076803729813049,0.2715777794322328,0.18629164542109736,0.09006130674739257,0.4520692683992773
C28237,Wellington,Silver,PaidSearch,14,39,17,34.24239821101524,473.09207730709016,0.7952671291572116,0.1086075199263425,0.8418750988957046,0.03320534204445714,0.1249195590598383,4,3.034892932621072,0.09156354294056332,0.4368214399315898,0.4352806111506967,0.0363344059771503
C09390,Auckland,Gold,PaidSearch,32,18,10,82.59353452964871,633.6872067610756,0.47687435564865577,0.2701189387381412,0.29273419538031303,0.41186375102242306,0.29540205359726385,5,2.608000314469148,0.26902027331327655,0.3070874120148601,0.34964031220278446,0.07425200246907891
C13877,Wellington,Gold,Organic,40,13,19,65.39573651373635,1114.4857608749028,0.3682871218037781,0.08450846939993031,0.6484087656267529,0.19969031277503965,0.1519009215982074,0,3.5284074420329774,0.03069267839975454,0.7217135435471769,0.09474915255634184,0.15284462549672667
C26232,Auckland,None,Organic,14,25,14,34.677871602040874,362.86966801645417,0.5988072138716191,0.3087389641403986,0.2717082936355089,0.3958590148583397,0.3324326915061515,2,4.409939685813001,0.17391478177292524,0.5426069867686459,0.20901299772987644,0.07446523372855234
C20715,Other,None,Organic,7,8,12,37.08308480709708,340.1426062796481,0.670166607559671,0.05975622473712078,0.529515911382641,0.3504419645003631,0.1200421241169958,4,1.2937448799762197,0.47331723993904345,0.03608199586650087,0.46674951581047386,0.0238512483839818
C07447,Christchurch,Silver,Partner,7,10,15,51.9583393046364,638.8794323542596,0.7245886557906192,0.20407184576710308,0.516992748844434,0.3231499772977152,0.15985727385785076,2,4.272998235263887,0.4910547352462779,0.05767164379857242,0.3239541162817545,0.12731950467339517
C08444,Christchurch,None,Organic,9,2,16,58.35919945511362,679.5370084424629,0.7388636721548538,0.0763337925331216,0.40908350324115367,0.47278658654264594,0.11812991021620044,4,1.2904588228458431,0.30019911235225827,0.05751280598913912,0.29697495080388403,0.3453131308547187
C25169,Wellington,None,PaidSearch,10,6,20,45.40702190689918,765.7392978607941,0.6467150822934989,0.1607656246337758,0.23083035044106948,0.4808547725186096,0.288314877040321,1,1.5079108389147022,0.3757553558065929,0.22822004136597243,0.2425854955032745,0.15343910732416027
C04741,Auckland,Gold,Organic,41,4,18,48.71661593518603,724.4483827875684,0.6065446329302558,0.04403582542916751,0.3609473986996725,0.4036359772920894,0.23541662400823823,2,0.7144578492737498,0.23027595017588873,0.04554576347387626,0.6153723643113557,0.1088059220388794
C29147,Wellington,Gold,PaidSearch,9,22,17,106.05949517624065,1197.2743934324185,0.3398041736582827,0.4577399158628835,0.4594314140708019,0.41330307990350346,0.12726550602569442,2,2.5350730328165487,0.1005278787043473,0.17887145922125244,0.6498207431897012,0.07077991888469905
C14423,Christchurch,Gold,PaidSearch,10,30,6,25.01574026842885,99.90668935084422,0.6021414000587348,0.07808839198301815,0.49222684456115623,0.3195009478477883,0.1882722075910555,3,0.4240796620690553,0.25421446699895855,0.19322482969844657,0.36068998419739273,0.1918707191052021
C06378,Christchurch,None,Partner,8,107,1,64.12166904883807,48.69580491036619,0.3250422185330074,0.19967329762718616,0.30803655932540525,0.5266206684072449,0.1653427722673499,3,2.75454783418687,0.2862413871322427,0.20278388659824817,0.3172902122543208,0.1936845140151885
C12014,Christchurch,None,Partner,12,29,6,46.24842715402669,241.576133769237,0.36347522216506406,0.07993207998148656,0.4341256218774548,0.29497216984238595,0.27090220828015915,1,2.867491298111517,0.2201637402031601,0.34332068375902597,0.29076467950444007,0.14575089653337386
C06497,Auckland,None,Organic,22,13,9,31.50117211020111,286.882131218705,0.35518894557190017,0.02456092311827975,0.5169983531943582,0.25716860343748726,0.22583304336815463,5,1.6936944331677872,0.08581457802311424,0.4493708011876866,0.25342651708364433,0.21138810370555491
C04074,Wellington,None,Partner,18,46,6,47.42412811464565,220.79743276652917,0.2501604201330013,0.10220159195554358,0.6104938569873127,0.2293107927126853,0.16019535030000193,3,2.9575098548455134,0.35895492577683163,0.05588111899345202,0.3579599287283417,0.22720402650137467
C18095,Auckland,None,Referral,8,52,6,66.10781203810113,362.4375726530959,0.24237086548888623,0.06518139641299203,0.6076505546210206,0.35908856063000616,0.0332608847489732,0,4.013551734349748,0.2011372008336889,0.3535973521634653,0.2279668084222715,0.2172986385805744
C10746,Auckland,None,PaidSearch,8,2,11,32.772388292361356,313.6336881314511,0.4201958047237672,0.04817495293598504,0.385036177493985,0.4589618250639824,0.15600199744203258,1,3.344205405006972,0.3342178635043946,0.19350150058059928,0.35009025875657024,0.12219037715843582
C01314,Christchurch,None,Partner,20,30,4,72.03707059647108,243.1697995427728,0.1262140178245858,0.07391626254875416,0.43142253100677425,0.4628627661307163,0.10571470286250945,0,2.4890336555006325,0.22230999774916416,0.04476734922359756,0.4361968316354318,0.2967258213918066
C04963,Other,None,PaidSearch,5,77,5,23.73065069667828,115.81535544865716,0.07748281597403549,0.0924789748346575,0.40578736482082617,0.34984772807542414,0.2443649071037496,0,1.4828692440915188,0.4286924492262276,0.1666866562220466,0.14499573466427093,0.25962515988745477
C08449,Christchurch,Silver,Organic,8,24,7,69.98197034151002,439.2312593476728,0.08067785798177213,0.13264286653068508,0.6397415915378925,0.08296336150797416,0.27729504695413326,2,1.2527654149724432,0.44906296078147434,0.1175340828556774,0.2680058517815695,0.16539710458127865
C25192,Wellington,Gold,Referral,28,31,15,46.9596369846749,612.6370853802612,0.3662123762768384,0.154375684988001,0.5089830791166613,0.2980413400812623,0.19297558080207655,13,2.7798649541575,0.1350547289785397,0.61825313282596,0.01930280960364641,0.22738932859185407
C06377,Auckland,None,Organic,6,15,3,43.32559936217567,110.90386557707232,0.34088297132152245,0.13177174638913597,0.41483331391386946,0.34322608998911097,0.2419405960970195,0,3.2833703604984716,0.22307316679949124,0.30464846629288966,0.3141592906316154,0.15811907627600372
C18769,Wellington,Silver,Referral,11,12,15,46.77647663507513,712.8466437723187,0.08460553468614941,0.1605262541727381,0.6799045191199664,0.25227653453710625,0.0678189463429273,0,3.190098828075158,0.16705466685738174,0.4735225161030795,0.1448014754559115,0.21462134158362725
C13003,Auckland,Gold,PaidSearch,40,14,18,51.440374588241625,782.7366536926284,0.43584630392979007,0.07019668541434258,0.423096811287743,0.2701158680586176,0.3067873206536393,2,2.1143998595162765,0.08144047561169339,0.687172793171697,0.1455430552357984,0.08584367598081127
C09527,Christchurch,Silver,Organic,12,14,14,20.187350482969375,249.1961172857678,0.2986945029678958,0.05786019347482198,0.4186099999596854,0.4278880444609183,0.15350195557939628,2,1.9628306029999791,0.19881976090879813,0.22213308046212163,0.24142549615604836,0.33762166247303194
C29868,Other,None,Referral,14,9,13,24.679234682881965,271.98674930442945,0.8488852231598462,0.63532287911283,0.39390024602302376,0.3732973205678631,0.2328024334091131,0,4.251066157717996,0.4160488732123949,0.11416672087010366,0.29456134834831393,0.17522305756918746
C02035,Wellington,None,Partner,4,55,7,19.495088631449295,105.99294973754698,0.4794810710558172,0.11795455751026568,0.5070637299500125,0.39910086715767445,0.09383540289231312,2,3.2313803218812276,0.13095892569407358,0.27607403337510933,0.28358934744908426,0.30937769348173283
C25791,Auckland,Gold,PaidSearch,13,10,13,51.84569998023055,551.1930378795128,0.5165066192891562,0.03886054593777442,0.4205396842981922,0.5794603157018079,0,4,3.642356829561523,0.3414008861749866,0.09075106638716456,0.4381961155843177,0.12965193185353116
C11757,Auckland,Silver,Referral,3,17,13,45.23980446823105,501.2116151167356,0.29223887017243,0.02022811019538241,0.40972060188009135,0.3132807750900898,0.2769986230298189,1,2.360381976866889,0.4718611699900624,0.08633096195195251,0.20041509195895127,0.24139277609903376
C22002,Other,None,Organic,17,141,1,84.11613988111205,65.37717570629545,0.4305356673316286,0.17248290376553466,0.23438419851690356,0.5097537260969118,0.25586207538618466,1,3.8651016762338792,0.1446425612706294,0.21631893393024412,0.3593427360900021,0.2796957687091244
C26741,Other,Silver,Partner,9,24,21,70.77798383917526,1407.9349654116504,0.1270038897497808,0.06294269885913092,0.4230209142717527,0.35745477917512897,0.21952430655311825,1,1.915096448848572,0.07122833925003398,0.4833459206936406,0.3389034998691148,0.1065222401872106
C11437,Auckland,Silver,Organic,4,15,16,44.74102378942357,550.2039262220337,0.33926486805085654,0.2625679952074506,0.5587215615409604,0.34032495895963055,0.100953479499409,1,3.007540042354751,0.2273534154310848,0.1954426776498661,0.4248832110259378,0.1523206958931113
